Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
173,173,173,1.523567696931033e+18,2022-05-09 07:37:00+00:00,['1523567696931033090'],@stevesurrey1 @vonderleyen No 1 should be automatically believed. We should try 2 learn two sides of a story. When one side of a story is redacted u must ask why? If you are 2 form an opinion actively seek the whole knowledge so u  are properly informed. Always remember the msm only feed u what suits them.,  no 1 should be automatically believed we should try 2 learn two sides of a story when one side of a story is redacted u must ask why if you are 2 form an opinion actively seek the whole knowledge so u  are properly informed always remember the msm only feed u what suits them,True,False
174,174,174,1.5233008038130278e+18,2022-05-08 13:56:27+00:00,['1523300803813027841'],@vonderleyen @stevesurrey1 But Russian is still doing the job in Ukraine. You can’t make this up the bad guys in Ukraine are now the good guys? It’s a hard sell but you are doing it well.,  but russian is still doing the job in ukraine you can’t make this up the bad guys in ukraine are now the good guys it’s a hard sell but you are doing it well,True,False
175,175,175,1.522973577284313e+18,2022-05-07 16:16:10+00:00,['1522973577284313091'],@BlakeTweets @silverrich39 @MattThorn10 I don’t think it’s wrong to be a sceptic https://t.co/qkKPdJMEJC,   i don’t think it’s wrong to be a sceptic ,True,False
176,176,176,1.5221613094832538e+18,2022-05-05 10:28:31+00:00,['1522161309483253760'],@menkemD @mrsorokaa So true. https://t.co/oQgiA8mvsT,  so true ,True,False
182,182,182,1.5217560459782554e+18,2022-05-04 07:38:08+00:00,['1521756045978255360'],@georgegalloway I think what happened over 8 years by Ukraine Azoz towards Russian speaking parts like Dombas had an awful to more to do with it. Russia simply said no to the genocide of its people by Ukraine government., i think what happened over 8 years by ukraine azoz towards russian speaking parts like dombas had an awful to more to do with it russia simply said no to the genocide of its people by ukraine government,True,False
183,183,183,1.5217554552274125e+18,2022-05-04 07:35:48+00:00,['1521755455227412481'],@georgegalloway This true: https://t.co/SBsAFi670K, this true ,True,False
184,184,184,1.52124169953579e+18,2022-05-02 21:34:19+00:00,['1521241699535790080'],"@porkpiegate @c_tiot That’s a difficult question 2answer when it isn’t a black &amp;white situation. If u only know the Wests view u will say no but if u know the history of Dombas since 2014, the USA/nato led in pouring of weapons, we know USA wants regime change in Russia, like they got in Ukraine.",  that’s a difficult question 2answer when it isn’t a black ampwhite situation if u only know the wests view u will say no but if u know the history of dombas since 2014 the usanato led in pouring of weapons we know usa wants regime change in russia like they got in ukraine,True,False
185,185,185,1.5212290343398523e+18,2022-05-02 20:43:59+00:00,['1521229034339852288'],@porkpiegate @c_tiot Just follow history and activity and you know he’s bad.,  just follow history and activity and you know he’s bad,True,False
186,186,186,1.5207008271403008e+18,2022-05-01 09:45:05+00:00,['1520700827140300802'],https://t.co/hgdu6QlVqA,,True,False
192,192,192,1.517235816514437e+18,2022-04-21 20:16:22+00:00,['1517235816514437126'],@jacksonhinklle So people don’t understand that Azoz was terrorising and shelling Mariupol. They still believe the opposite. Have they ever watched Dombas 2016 French documentary to enlighten themselves about the Azoz army? It’s on YouTube., so people don’t understand that azoz was terrorising and shelling mariupol they still believe the opposite have they ever watched dombas 2016 french documentary to enlighten themselves about the azoz army it’s on youtube,True,False
193,193,193,1.5169017769051464e+18,2022-04-20 22:09:00+00:00,['1516901776905146373'],Has USA’s NATO been playing whats the time Mr Wolf with Russia? https://t.co/uds4ghAuk6,has usa’s nato been playing whats the time mr wolf with russia ,True,False
194,194,194,1.5114052912707748e+18,2022-04-05 18:07:56+00:00,['1511405291270774787'],Light relief  https://t.co/1lPoFxR4oa,light relief  ,True,False
196,196,196,1.5038636939474248e+18,2022-03-15 22:40:19+00:00,['1503863693947424774'],@KimIversenShow  what do you think real or not? https://t.co/N9DtHY0IkL,  what do you think real or not ,True,False
197,197,197,1.5038625139764552e+18,2022-03-15 22:35:38+00:00,['1503862513976455170'],@georgegalloway is this real?  https://t.co/N9DtHY0IkL, is this real  ,True,False
198,198,198,1.503832798326571e+18,2022-03-15 20:37:33+00:00,['1503832798326571009'],@emmaleyla1988 @georgegalloway How do compromise a red line?,  how do compromise a red line,True,False
199,199,199,1.5037402613268562e+18,2022-03-15 14:29:51+00:00,['1503740261326856202'],@emmaleyla1988 @georgegalloway If only NATO would stop expanding eastwards.,  if only nato would stop expanding eastwards,True,False
200,200,200,1.5025274883831972e+18,2022-03-12 06:10:43+00:00,['1502527488383197188'],@nytimesworld I’m not sure I believe the west’s reports anymore. It’s just so one-sided., i’m not sure i believe the west’s reports anymore it’s just so onesided,True,False
202,202,202,1.5018588438270523e+18,2022-03-10 09:53:46+00:00,['1501858843827052548'],Not sure what to make of this:  https://t.co/TiUSGVgW8M,not sure what to make of this  ,True,False
203,203,203,1.5016701642066043e+18,2022-03-09 21:24:01+00:00,['1501670164206604288'],@developerangst @RealJamieKay Well don’t take my word check out the Russian proposals. I personally wish sleeping dogs were left alone. War is a terrible stupid loss of lives. I think it could have been prevented.,  well don’t take my word check out the russian proposals i personally wish sleeping dogs were left alone war is a terrible stupid loss of lives i think it could have been prevented,True,False
204,204,204,1.5016673971781755e+18,2022-03-09 21:13:01+00:00,['1501667397178175488'],@developerangst @RealJamieKay It’s nazi and nato. Come on do research.,  it’s nazi and nato come on do research,True,False
205,205,205,1.5016671956460997e+18,2022-03-09 21:12:13+00:00,['1501667195646099461'],@developerangst @RealJamieKay Apperntly every war waged on Russia was through Ukraine. That’s the importance of Ukraine and why for over 20 years Russia has been saying about the Manx agreement. Even Biden in an old video said expanding will result in war. Every war scholar countless videos say the same.,  apperntly every war waged on russia was through ukraine that’s the importance of ukraine and why for over 20 years russia has been saying about the manx agreement even biden in an old video said expanding will result in war every war scholar countless videos say the same,True,False
206,206,206,1.5016257434025738e+18,2022-03-09 18:27:30+00:00,['1501625743402573839'],"@developerangst @RealJamieKay I think that is one of Russias demands not to have NATO in Ukraine, as they are already too close for comfort.",  i think that is one of russias demands not to have nato in ukraine as they are already too close for comfort,True,False
207,207,207,1.5014340729875825e+18,2022-03-09 05:45:52+00:00,['1501434072987582465'],https://t.co/EtzLuyqoix,,True,False
208,208,208,1.5012492570509722e+18,2022-03-08 17:31:29+00:00,['1501249257050972169'],@BathLabourParty Everyone in every war is a sad loss., everyone in every war is a sad loss,True,False
209,209,209,1.4993246376453489e+18,2022-03-03 10:03:44+00:00,['1499324637645348864'],@SkyNews Hmmm. I wonder… https://t.co/xhQCBwct2P, hmmm i wonder… ,True,False
210,210,210,1.4985580939527905e+18,2022-03-01 07:17:46+00:00,['1498558093952790528'],@ChanceRchance @MirrorPolitics It isn’t though unless you are being sarcastic?,  it isn’t though unless you are being sarcastic,True,False
212,212,212,1.4983564884690944e+18,2022-02-28 17:56:39+00:00,['1498356488469094400'],@kimtcadwell @Richard90850020 How did America and uk get in?,  how did america and uk get in,True,False
213,213,213,1.498250389745025e+18,2022-02-28 10:55:03+00:00,['1498250389745025025'],"@Richard90850020 Why was Russia refused entry into this Nato club, and wouldn’t every Russian be afraid if they saw this map? https://t.co/5VtyDob6a4", why was russia refused entry into this nato club and wouldn’t every russian be afraid if they saw this map ,True,False
215,215,215,1.497010194496336e+18,2022-02-25 00:46:58+00:00,['1497010194496335872'],@mjluxmoore We would be locked up in this country for doing a protest march. Strange how it is seen as good in Russia. Good on them for marching., we would be locked up in this country for doing a protest march strange how it is seen as good in russia good on them for marching,True,False
216,216,216,1.4968729065881477e+18,2022-02-24 15:41:26+00:00,['1496872906588147714'],https://t.co/Bb7zQeiSgC,,True,False
218,218,218,1.489872700717871e+18,2022-02-05 08:05:07+00:00,['1489872700717871109'],https://t.co/CHaQFWgvDr,,True,False
219,219,219,1.4882229909071503e+18,2022-01-31 18:49:45+00:00,['1488222990907150337'],@pimlicat Really?, really,True,False
220,220,220,1.4869240484331274e+18,2022-01-28 04:48:13+00:00,['1486924048433127426'],Saw this pic in a post for “Free Julian Assange”. Good isn’t it? https://t.co/17SC4j3Va2,saw this pic in a post for “free julian assange” good isn’t it ,True,False
221,221,221,1.4868190244576748e+18,2022-01-27 21:50:53+00:00,['1486819024457674760'],"I found this, would he? https://t.co/aEjmIdOq0X",i found this would he ,True,False
222,222,222,1.4866422282735045e+18,2022-01-27 10:08:22+00:00,['1486642228273504256'],@Keir_Starmer @miriammirwitch I look forward to Corbyn to make a genuine heartfelt speech against the atrocities experienced by those affected even now.,  i look forward to corbyn to make a genuine heartfelt speech against the atrocities experienced by those affected even now,True,False
223,223,223,1.4863083809437368e+18,2022-01-26 12:01:46+00:00,['1486308380943736832'],@jeremycorbyn this man is wrong about what I have written but here is his answer to a tree to wrote. You would never speak like this to anyone. He claimed to be your friend. https://t.co/vjAZZWoxK9, this man is wrong about what i have written but here is his answer to a tree to wrote you would never speak like this to anyone he claimed to be your friend ,True,False
224,224,224,1.4860831059245588e+18,2022-01-25 21:06:37+00:00,['1486083105924558852'],I think Jeremy Corbyn is being slowly broken by Starmer. If he doesn’t join a new party he will lose his confidence &amp; spirit completely. You must be brave move on. @jeremycorbyn,i think jeremy corbyn is being slowly broken by starmer if he doesn’t join a new party he will lose his confidence amp spirit completely you must be brave move on ,True,False
226,226,226,1.484567196114301e+18,2022-01-21 16:42:56+00:00,['1484567196114300932'],@DrewLawDesign ‘83, ‘83,True,False
227,227,227,1.4844936926563615e+18,2022-01-21 11:50:51+00:00,['1484493692656361474'],@NormcoreMarxist The Labour Party is no very blue so of course they’d give him a go they think the same., the labour party is no very blue so of course they’d give him a go they think the same,True,False
230,230,230,1.4843706568084972e+18,2022-01-21 03:41:57+00:00,['1484370656808497166'],@UKLabour @RachelReevesMP No slogans again we all know where they lead,  no slogans again we all know where they lead,True,False
237,237,237,1.484082976069763e+18,2022-01-20 08:38:49+00:00,['1484082976069763075'],@Kevin_Maguire @toryboypierce @SkyNews I’m brushing my hair sorry,   i’m brushing my hair sorry,True,False
238,238,238,1.4840453447112704e+18,2022-01-20 06:09:17+00:00,['1484045344711270402'],@jeremycorbyn you waiting for Starmer’s call? Move on man he’s making you look silly now., you waiting for starmer’s call move on man he’s making you look silly now,True,False
239,239,239,1.4839429166535557e+18,2022-01-19 23:22:16+00:00,['1483942916653555719'],@Keir_Starmer This is silly., this is silly,True,False
